10;1936;2188;1210;2348
60;34660;228180;83877;28283
110;83047;6756639;974424;85260
160;211096;11464139;8337295;153127
210;268152;29724611;12133686;367842
260;481329;55194470;14146521;372627
310;5297556;72779318;37496087;539272
360;759143;139214148;70104624;1482973
410;2058972;187787014;101174094;870778
460;6606814;312037804;121887841;5853836
510;2256151;399603632;209239549;3043058
560;2784740;512449799;250772317;2208124
610;3217915;634725202;282980495;6329700
660;3227679;867328992;380557422;1605958
710;7470686;1085328997;549852553;5256564
760;10476774;1736246969;1003289246;3049968
810;16946212;1753801157;765956457;3963546
860;9080353;1829619490;890075144;7879284
910;10638810;2210443385;930675830;8380953
960;9617102;2549237469;1153136816;9509161
1010;9589169;2797072821;1510160447;5420156
